owner,repo_name,url,pull_number,stars,total_commits,changed_files,added_lines,deleted_lines,first_commit_sha,merge_commit_sha,base_commit_sha,pr_final_head_sha,author_login,state
coder,coder,https://github.com/coder/coder/pull/17317,17317,9957,5,2,299,0,d0fe1f8893a3bf97519c4e8ddcdf20dcffc4cb22,N/A,98c05b356881c11d2d411bc78143b402388696a7,38cfd56eaf6e8c21604341083b50ed4ffa95c8f9,EdwardAngert,CLOSED
coder,coder,https://github.com/coder/coder/pull/17038,17038,9957,7,11,333,22,27db684cda92a7a26fdae13098de0c09a816b3a4,N/A,87e086298f19fec18b2ba18bf4ff39081d670570,5c2bfce8d3f2e5ae1397ab86ce177a9cf691bf5a,bpmct,CLOSED
coder,coder,https://github.com/coder/coder/pull/16909,16909,9957,1,1,2,2,ccbb3c317a1fb9e8dd310576853b251dca78cccb,N/A,30179aeaac373a23c38989ba8f416dd3b21c443c,ccbb3c317a1fb9e8dd310576853b251dca78cccb,kylecarbs,CLOSED
coder,coder,https://github.com/coder/coder/pull/16910,16910,9957,1,4,207,11,da5451b928a9d374450bd1eb39f8fc85d9aafbbc,N/A,4987de654e622109718dfbefcf25280db50fb24b,da5451b928a9d374450bd1eb39f8fc85d9aafbbc,kylecarbs,CLOSED
coder,coder,https://github.com/coder/coder/pull/17003,17003,9957,1,3,12,12,0e24d5f5a305a79f8aa6a9101ae497943bafcc3b,N/A,bd243c17fb8c34598746c62faf9b5f8e09a8c8f8,0e24d5f5a305a79f8aa6a9101ae497943bafcc3b,hugodutka,CLOSED
coder,coder,https://github.com/coder/coder/pull/16975,16975,9957,1,5,139,0,b88f4305d60ad6d0c6a547ba5388b931860f0152,N/A,3ae55bbbf4818c8c75910cff106c7a045308e6aa,b88f4305d60ad6d0c6a547ba5388b931860f0152,kylecarbs,CLOSED
coder,coder,https://github.com/coder/coder/pull/16906,16906,9957,6,9,474,3,3eadfb5c68bda4d363125d0f305f31485649b0ad,N/A,30179aeaac373a23c38989ba8f416dd3b21c443c,ce0c77c3597290773cddb8b5e864a43e70d5f61d,kylecarbs,CLOSED
coder,coder,https://github.com/coder/coder/pull/16940,16940,9957,2,502,16589,24191,a2c107ca853268ccc52fd7cba323e013906eb733,N/A,1ec39f4c559f28d6b158b7c7c25c5fb1e5d1d9bd,2d4f87e42d7ae242bac0a9b6f66ac9688843007a,aslilac,CLOSED
coder,coder,https://github.com/coder/coder/pull/16936,16936,9957,1,1,10,2,aeecc7292c25d967bab99379d627d796f7b12575,N/A,673294deabafc0dc10ab4dfaaa71b2357cd35cab,aeecc7292c25d967bab99379d627d796f7b12575,mattvollmer,CLOSED
coder,coder,https://github.com/coder/coder/pull/16834,16834,9957,2,9,141,26,fafec8b11e0dc218109662aedf07d587e1ac635d,N/A,eddccbca5c3ce19b951f5f5c91ae097ea943ca2f,cdcf87e99cc8ab9b5e9582d4093c22b14aeccbeb,bpmct,CLOSED
coder,coder,https://github.com/coder/coder/pull/16907,16907,9957,1,3,132,0,38ce9c59c83c24e57e8cd51d5109d539290358fe,N/A,30179aeaac373a23c38989ba8f416dd3b21c443c,38ce9c59c83c24e57e8cd51d5109d539290358fe,bpmct,CLOSED
coder,coder,https://github.com/coder/coder/pull/16901,16901,9957,1,4,48,11,380bf63f514657dc06e496747f3e5422e5fc6d78,N/A,f6382fde224d98350eb2b98df5357d877c579247,380bf63f514657dc06e496747f3e5422e5fc6d78,kylecarbs,CLOSED
coder,coder,https://github.com/coder/coder/pull/16864,16864,9957,1,1,34,1,0b0217fd94aaf25abc9adeb8af920d00788f9b71,N/A,4b1da9b8967ec6358cfaf1804b83c71bb6ad7e4a,0b0217fd94aaf25abc9adeb8af920d00788f9b71,bpmct,CLOSED
SoftFever,OrcaSlicer,https://github.com/SoftFever/OrcaSlicer/pull/8624,8624,9756,283,553,7498,3183,79f6fff51e1d3148f77161f6262aca5fe7421cf1,N/A,ad30af74dc4b3db9a98b29cb34db29d673b83b59,70103cbfd52c655f7999fb2916af80e1965c02d2,kennethjiang,CLOSED
cloudflare,workerd,https://github.com/cloudflare/workerd/pull/3842,3842,6746,1,1,30,6,2356dcd0695687ecec3cd90b979cf2df033a0fd2,N/A,f5383166fc31596411b581ecc3d47f24d053f20a,2356dcd0695687ecec3cd90b979cf2df033a0fd2,danlapid,CLOSED
julep-ai,julep,https://github.com/julep-ai/julep/pull/1276,1276,5479,5,39,3545,11,07ec773227024d7ed2dfb39682bf282b567fcbec,N/A,7a91610d39b6f15a5a6e5952c9848fba664b8b00,633687a89906ee4379f9154e5868bf6dd6cc16bc,creatorrr,CLOSED
zenml-io,zenml,https://github.com/zenml-io/zenml/pull/3375,3375,4609,7,6,638,42,1ba4cb90307ea7b88ac038312477ecfea1394459,N/A,a352c40356d7915a37db2e194c416607951a4ec3,41462130b75ae14fb3da4d9ef9552821bf985048,strickvl,CLOSED
sourcegraph,cody,https://github.com/sourcegraph/cody/pull/7411,7411,3649,1,1,40,0,63593d049046b3896704995461e90913d1b9c0c3,N/A,f92eae22efcdc98f8c0c118a1463b97483b6609f,63593d049046b3896704995461e90913d1b9c0c3,umpox,CLOSED
solvespace,solvespace,https://github.com/solvespace/solvespace/pull/1553,1553,3447,4,8,755,0,de13136e4ab32a30432e4434d646295a679ea673,N/A,cc871ab0aea7928defeb7e33158211696312bec1,5d7350eb201752b3f80460b938a8b56158d364dd,GlassOnTin,CLOSED
MaiM-with-u,MaiBot,https://github.com/MaiM-with-u/MaiBot/pull/195,195,2484,1,3,45,0,5cba55ae2a174bdca34c66bd0b2e2afa66305047,N/A,aab7fe1c5ab0d1c6177fcb5fcdebf175f89ecdac,5cba55ae2a174bdca34c66bd0b2e2afa66305047,BBleae,CLOSED
MaiM-with-u,MaiBot,https://github.com/MaiM-with-u/MaiBot/pull/524,524,2484,20,32,654,469,7a3e47cfc64e5e0976c373b644a043487c86c502,N/A,8ce971f2308324f2a652c13e176cd18bb9ed9422,7cad7786cc2c956464dbae331bf9f16f78ab286d,BBleae,CLOSED
SpinaCMS,Spina,https://github.com/SpinaCMS/Spina/pull/1399,1399,2237,4,6,226,150,96f2e2944b369bdeb0731cdd1f3d7a6e2a37d985,N/A,d5b7770c51eda8bcb0a1f2aa7850069b00a3ea76,661ebea06cd0383fba79b806feb03130a2714b58,Bramjetten,CLOSED
google,tensorstore,https://github.com/google/tensorstore/pull/222,222,1409,1,2,26,1,8e6c7bc5e89571aaa72d03fa30d630286fd9800f,N/A,3486ca4ebfbdd7b72ad2e757cb9c5e4d3fa39d0e,8e6c7bc5e89571aaa72d03fa30d630286fd9800f,jonathan-marcus,CLOSED
OpenAdaptAI,OpenAdapt,https://github.com/OpenAdaptAI/OpenAdapt/pull/946,946,1283,14,13,3890,0,22ebc39e9f9560f85e11fc638d3faefa86d1a560,N/A,1899393e5a349e3358953a83908f581bf49f5d6f,004c55a337ec0c8baa6e278e5a141c086aa737fa,abrichr,CLOSED
ApeWorX,ape,https://github.com/ApeWorX/ape/pull/2532,2532,964,1,2,95,3,7b13c57282b7031b89fd4484dc2a182c7fcee36f,N/A,4d2d1fd54f5e15a82901882be7fcc64744a34e40,7b13c57282b7031b89fd4484dc2a182c7fcee36f,banteg,CLOSED
osmosis-labs,osmosis,https://github.com/osmosis-labs/osmosis/pull/9029,9029,941,2,8,37,22,490da2a508768c837d63c6607206104e3cd175b6,N/A,0da1096a1594f417c510fd746f7342039c6a7370,fd4bca2c6da781039833345570c15d0613bdf723,ValarDragon,CLOSED
osmosis-labs,osmosis,https://github.com/osmosis-labs/osmosis/pull/9027,9027,941,2,4,83,47,811ab64200f04ccb2e92fdf480412d60a2ff056a,N/A,0da1096a1594f417c510fd746f7342039c6a7370,8a9c38134d078349d2209daf66dc0b798e4c857a,ValarDragon,CLOSED
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/80,80,916,1,4,31,31,ce77828f4f51b4d1a8f78f007d8c6137b0b1da8a,N/A,75f44d88d09c4c2704d70d2ed2970d1bf4028329,ce77828f4f51b4d1a8f78f007d8c6137b0b1da8a,natolambert,CLOSED
Mastercard,terraform-provider-restapi,https://github.com/Mastercard/terraform-provider-restapi/pull/285,285,855,1,16,1247,14,c13baae0fc4e749cd936dbec1ece3484ba2dc1f6,N/A,443e1341e6f89e92c1fb83a15721d1c910238b67,c13baae0fc4e749cd936dbec1ece3484ba2dc1f6,jplana,CLOSED
mrwadams,stride-gpt,https://github.com/mrwadams/stride-gpt/pull/61,61,736,3,7,594,38,5cb0d0d56928c77e7a867ad4b1462e6fb2056372,N/A,01939325d221247ca1cbcd2838c7fed85aa37f23,6738cfb159818c6d5824289e9dc8585b21a2799f,danieldavidson,CLOSED
mrwadams,stride-gpt,https://github.com/mrwadams/stride-gpt/pull/60,60,736,1,7,646,17,aa0ec37f198e450253c6e53df4acb3324b7cfa4d,N/A,01939325d221247ca1cbcd2838c7fed85aa37f23,aa0ec37f198e450253c6e53df4acb3324b7cfa4d,danieldavidson,CLOSED
OpenPipe,ART,https://github.com/OpenPipe/ART/pull/9,9,612,4,4,239,41,04f258b93e76ac897a95ad85af1b7c5a6742466a,N/A,42ae4d999ac44614047629d14abfc8ad9ebe6db5,ecd9bba67dc5c11c0f0b0d875992a66e27961527,corbt,CLOSED
pymc-devs,pytensor,https://github.com/pymc-devs/pytensor/pull/1248,1248,465,1,2,352,0,20a5540e6b149cf4fb60314d35d106105294728c,N/A,7f0312513bbd858383b663b57d55ede189b643e6,20a5540e6b149cf4fb60314d35d106105294728c,twiecki,CLOSED
o1-labs,proof-systems,https://github.com/o1-labs/proof-systems/pull/3175,3175,439,1,11,41,41,a1c0ef594f88433a87605a2b68bd9117b5d4df9d,N/A,f10f91b8f6724a74aac52b9faaad4122fb3b87bf,a1c0ef594f88433a87605a2b68bd9117b5d4df9d,dannywillems,CLOSED
mattermost,docker,https://github.com/mattermost/docker/pull/168,168,390,8,4,95,11,c4f612a762412caa7bc73606f9032a2bd224a9a0,N/A,2308dca02e1a486498bad30c601f15f0eae13fa2,7e0cc8502aa308dd047f8a2642becc12c3f02397,hanzei,CLOSED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1846,1846,249,96,105,13039,2735,363bc5aec8dc2d559751d0303c305fcbdae61bf0,N/A,31a2ef4867a1765df911e7df307ae5f4327fa0e1,7d04fa3e299363f38db33ebde0869110e826ef59,johnjosephhorton,CLOSED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1760,1760,249,26,336,7830,2651,3316f4f09c0d93c7aed4df2cf629eaafe06b04dd,N/A,1499b9493398625c921b5552e99cab0cfb1b5628,e5e62ba1b7975cec7c0c5482e4deb96f80af7c3e,johnjosephhorton,CLOSED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1782,1782,249,2,6,114,5,b7335c3e0adf3b80bf9a69ee1d07c9ee56dfc695,N/A,8883aea1765efdbbbf5e6d18b534afe9b023b384,4ff506e315375a6d0129d2f93b3992541ec9cf23,johnjosephhorton,CLOSED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1733,1733,249,2,20,491,114,4544a0549cad007b5f6707c74eaebc9df27afd8f,N/A,24ac2bd5d7a7e3b384c815b21fdb2c48659c200c,5608f887626e05371a15dcad5d363d964c98c7c1,johnjosephhorton,CLOSED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1739,1739,249,2,13,950,228,c97051494242b29b623b99f51100de1cb0d11e98,N/A,2d1900258b8d498acdd03d2cb0486608c69033f3,b13ef29a62b459b1eb16394b6f99066106297fee,johnjosephhorton,CLOSED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1736,1736,249,4,31,1450,195,4544a0549cad007b5f6707c74eaebc9df27afd8f,N/A,24ac2bd5d7a7e3b384c815b21fdb2c48659c200c,ced0c4a5a87ea7c2e1562a7920b1039a591d4d88,johnjosephhorton,CLOSED
brentyi,jaxls,https://github.com/brentyi/jaxls/pull/27,27,207,1,6,106,67,ea3a195818adb16f4c56690a44f8ae033f63966c,N/A,e43d482d747615323c23fb935bf215419ad07f1e,ea3a195818adb16f4c56690a44f8ae033f63966c,brentyi,CLOSED
bendotcodes,cookies,https://github.com/bendotcodes/cookies/pull/872,872,192,3,8,188,64,06ddc7924a4bf235e3ab6b6005b4d710bd9c9fba,N/A,86315e6a475a7167835a56209a766643da283786,09a719ca080be9cb4d21fcaa591bb45f6ace7970,eXon,CLOSED
ltwlf,json-diff-ts,https://github.com/ltwlf/json-diff-ts/pull/211,211,134,3,6,854,801,83231d3595d1b3f8bd05b66736a3b648748a081f,N/A,c71acc38c6a9b78098d2c25e1c8c6d0f5626f139,689ecc66057d77c36511c3f4dfd4b405b541c6d1,ltwlf,CLOSED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/599,599,124,2,3,4,2,396ec743ec65318a9ebde4350b1ab3002bfe23fd,N/A,7c545b78f2d4e4fec1b3ca14fad7fea28b79b1df,8e688efdefd7bbbcaba7cfbc3acb3e420cb99082,toyamarinyon,CLOSED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/671,671,124,4,1,130,0,9f1336d48e9619836af0fe9a897974d2e7c39646,N/A,afdf335fdc5528f1aafb1d22cb5d26335b4256d5,1e98305a05421c76c3dc04f59e85f0b77d1be716,toyamarinyon,CLOSED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/658,658,124,114,55,3202,420,a192de881025d5bf7549217e05359a0b7b40dd61,N/A,b20b5f6ef11cdf28098c30923eb3ed5529ba9e61,6ebe3c48589df5db0b8184dab7905b9aa43bf1e1,toyamarinyon,CLOSED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/664,664,124,9,12,151,96,93fb84e9612270fbc9792feaff38889e6284d275,N/A,3432c72c4570dad3aa574a216eff1dc1f9007d26,f7291a6792a83c125537765f1657c25fc1140c70,toyamarinyon,CLOSED
pytorch,test-infra,https://github.com/pytorch/test-infra/pull/6400,6400,92,1,4,85,5,059ca5d334597de3d8d287d6ccfe558ac275d0ae,N/A,749d20649877e32b8f38de9bd8607ae52cbc917b,059ca5d334597de3d8d287d6ccfe558ac275d0ae,wdvr,CLOSED
pytorch,test-infra,https://github.com/pytorch/test-infra/pull/6404,6404,92,1,15,736,79,e95cfd79905e11f8e33a79748858f4550c5c6ae3,N/A,749d20649877e32b8f38de9bd8607ae52cbc917b,e95cfd79905e11f8e33a79748858f4550c5c6ae3,wdvr,CLOSED
pytorch,test-infra,https://github.com/pytorch/test-infra/pull/6410,6410,92,26,27,1181,137,059ca5d334597de3d8d287d6ccfe558ac275d0ae,N/A,2e7bdc80bb3e7e7444e67a6dba6eb85ee24bbf85,11f7a92c1806e50fe3cd10b5f938cb2b11370d0f,wdvr,CLOSED
codeforjapan,mapprint,https://github.com/codeforjapan/mapprint/pull/519,519,83,6,10,340,97,73fba48752fe5b2426041f0f4fc6919a929a834c,N/A,6e6290af7e5c2b103a8dcec1e5cbb98b128cda8d,f778cdc87a47d80f30f697a5b686acf7807218c9,halsk,CLOSED
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/97,97,77,1,4,36,22,a1efd0025f6bf7e3e21e10b2fa0c8f64825d9ccc,N/A,5d7d215daa4cf503b3e0dbc977b3328041f231b2,a1efd0025f6bf7e3e21e10b2fa0c8f64825d9ccc,dbieber,CLOSED
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/90,90,77,1,1,5,1,988e83adc30a3d8adcb9a95e6edbf829f9411751,N/A,aedb51dbbc2e939909a83eff5f7ec6b447e9dd18,988e83adc30a3d8adcb9a95e6edbf829f9411751,dbieber,CLOSED
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/98,98,77,2,5,139,41,a1efd0025f6bf7e3e21e10b2fa0c8f64825d9ccc,N/A,5d7d215daa4cf503b3e0dbc977b3328041f231b2,a5beff88cbe678964f92a9ae7cb6a03c4a8dccfa,dbieber,CLOSED
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/86,86,77,1,5,415,5,f81484cf1098ad95340a2a9dc6443ea2f91923e6,N/A,e614d082015649e1c2a6ad94d61b3f11cfc5b0ff,f81484cf1098ad95340a2a9dc6443ea2f91923e6,dbieber,CLOSED
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/74,74,77,3,1,9,0,f60aa6a6e118bf0e0a454b07bd54209cf0c8a136,N/A,ca2d8e9b9e1336601926d2ad062f0c111ce00283,e0423e693b97e9117f17b06e7733459d891ad4b3,dbieber,CLOSED
synapsecns,sanguine,https://github.com/synapsecns/sanguine/pull/3650,3650,48,3,5,117,0,1ed53207314f0bc9d2296512774ee9308cbcb6ca,N/A,e4d25a77c70f87bdcc832d3ceacfbf3e7500ec53,bc33ac5f2e594d0ee5c414c867feba00ce3a5d04,aureliusbtc,CLOSED
synapsecns,sanguine,https://github.com/synapsecns/sanguine/pull/3572,3572,48,4,85,28097,65317,52ec417ff8a2d549382390e94bc04027a4350542,N/A,fe8826929029cdfa2d442a56a8d7524943a6b08d,fff69c32ccddc97d5041159d7cb97c27b4b19bc1,trajan0x,CLOSED
coder,modules,https://github.com/coder/modules/pull/417,417,47,1,3,138,0,f76735fc0524add8d109a2b72fca9008f9af66ad,N/A,8b184eb86d447f36c1971424e8638a1b1303313e,f76735fc0524add8d109a2b72fca9008f9af66ad,matifali,CLOSED
coder,packages,https://github.com/coder/packages/pull/210,210,29,1,1,62,0,1758454f0cc8f76cb0861c90f97bddbfa4296b92,N/A,10475a83f8406db424022aec21af14e17909b0c6,1758454f0cc8f76cb0861c90f97bddbfa4296b92,matifali,CLOSED
empirical-org,Empirical-Core,https://github.com/empirical-org/Empirical-Core/pull/12838,12838,27,1,25,1725,0,7436b62986f0163557e283ee140c2f55a50a2231,N/A,21442d90b5fb31565bfa7ce5355877ba405a1266,7436b62986f0163557e283ee140c2f55a50a2231,brendanshean,CLOSED
anthropics,devcontainer-features,https://github.com/anthropics/devcontainer-features/pull/5,5,27,1,9,189,6,93c678e08ee78b11c9a5d59dcf6b1a25bf853bd5,N/A,44132f8c4e0075851972204be8cb2014c57c5ed8,93c678e08ee78b11c9a5d59dcf6b1a25bf853bd5,8enmann,CLOSED
muno92,resharper_inspectcode,https://github.com/muno92/resharper_inspectcode/pull/521,521,26,4,10,2208,5102,2ba450bf9e2fc5218a6a5e4a804e7eb6cab42c18,N/A,38053afd436c33afee300321388d1dcac0df6e87,262530d384fff0b85c0c83ef9ed489a2c7598521,muno92,CLOSED
snapshot-labs,sx-monorepo,https://github.com/snapshot-labs/sx-monorepo/pull/1254,1254,24,1,2,102,88,cda46b8a6ddb1206ba6c845667cafd64f965b711,N/A,d4b1837bc54215ecb01677c7e326d0d18ef08c57,cda46b8a6ddb1206ba6c845667cafd64f965b711,bonustrack,CLOSED
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/58,58,22,13,49,2597,1675,7fb4cc426e27f8cea04a405b20bb97f34e404d94,N/A,fe10acc592544bb57d4a9ace7f75b7c9014b6a47,90d5e0217624429cdec86a8375accf853a92c310,austinlparker,CLOSED
aklinker1,bunv,https://github.com/aklinker1/bunv/pull/16,16,20,4,2,27,4,9d39469bf846dafa54029f894d9d3c9dd8b85877,N/A,19dab2543fc077584211b67b95522a6058bcc444,a7eb6c00e28a89e5560d7cc8036db1f4d47ef3e4,aklinker1,CLOSED
84codes,crystal-packages,https://github.com/84codes/crystal-packages/pull/31,31,17,2,6,444,388,fc8c3723895ddcd4da74e1a226d728b477d67691,N/A,267d4f13b6905d00ea49c8f023cb3672a0a5f9a2,a1d47a4d406e1efa12eabaa0a8569e5cadc87bbd,carlhoerberg,CLOSED
monarch-initiative,aurelian,https://github.com/monarch-initiative/aurelian/pull/18,18,13,1,8,10,6,4ac2e3d590abf155a1a9c6c8f4d4bc64c1862611,N/A,c791a316e2359a4a3d7d0651cc1b2f7ca823ce28,4ac2e3d590abf155a1a9c6c8f4d4bc64c1862611,justaddcoffee,CLOSED
